"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"September 28, 2023 (Page 7)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-09-28","Sep 28, 2023","7","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2872074082?accountid=10792&bdid=62715&_bd=02LERgvMu1ssvALvhJ66%2FHmjCz4%3D",""
"June 29, 2023 (Page 18)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-29","Jun 29, 2023","18","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2832677988?accountid=10792&bdid=62715&_bd=pEkbalcWiinbp1mupZL5rSTbZxM%3D",""
"July 24, 2023 (Page 17)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-24","Jul 24, 2023","17","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2842710218?accountid=10792&bdid=62715&_bd=EnionhHXpKeJ%2Bg9PnE1V07MNgnM%3D",""
"August 24, 2023 (Page 13)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-08-24","Aug 24, 2023","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2858171527?accountid=10792&bdid=62715&_bd=9tWaLaB2cTn5MlEzN180RSAeWhQ%3D",""
"July 12, 2023 (Page 18)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-12","Jul 12, 2023","18","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2837657240?accountid=10792&bdid=62715&_bd=4%2B9WhFHMTKgd%2Fx40BSoioMd5ttQ%3D",""
"October 9, 2023 (Page 13)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-09","Oct 9, 2023","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2876229210?accountid=10792&bdid=62715&_bd=%2FoRXQJRZTPMqAJZLb%2Bxnz659Aw0%3D",""
"August 2, 2023 (Page 8)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-08-02","Aug 2, 2023","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2846422506?accountid=10792&bdid=62715&_bd=hPXwt%2FYCTCRxA%2FwTwS1N9911d0I%3D",""
"September 27, 2023 (Page 5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-09-27","Sep 27, 2023","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2870645682?accountid=10792&bdid=62715&_bd=acANi9%2FqJChI0elV1Mqiong6Omw%3D",""
"October 3, 2023 (Page 8)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-03","Oct 3, 2023","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2873656375?accountid=10792&bdid=62715&_bd=Ay%2Fa%2F4kj7Dk4%2BFQ4SUTm4eBdBf4%3D",""
"May 27, 2022 (Page 5)","","","(Page 5)","Historical Newspapers","","","","2022-05-27","May 27, 2022","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674918888?accountid=10792&bdid=62715&_bd=pjiRC33gV%2Fy9DCrIQ8oyimy6zBg%3D",""
"August 3, 2023 (Page SS1-10)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-08-03","Aug 3, 2023","SS1-10","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2847216257?accountid=10792&bdid=62715&_bd=D4XbUepwQ9r%2FvSPCBaEHAKUpy7o%3D",""
"July 12, 2023 (Page 13)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-12","Jul 12, 2023","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2837657245?accountid=10792&bdid=62715&_bd=hwhruVUD%2FlM2Gx%2BN4%2FpzamtCSIc%3D",""
"June 30, 2023 (Page SS1-14)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-30","Jun 30, 2023","SS1-14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2834415142?accountid=10792&bdid=62715&_bd=BMSy4JnIMM%2B2AZP8%2FRN5CFR0uOw%3D",""
"June 29, 2023 (Page 2)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-29","Jun 29, 2023","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2832678025?accountid=10792&bdid=62715&_bd=lnljo7DzN23I8su7F5CsLXoSOTg%3D",""
"April 26, 2022 (Page 10)","","","(Page 10)","Historical Newspapers","","","","2022-04-26","Apr 26, 2022","10","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2661944765?accountid=10792&bdid=62715&_bd=69L2d88qGWMLO65I5HP6LuGg6QM%3D",""
"June 9, 2023 (Page 12)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-09","Jun 9, 2023","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2825721218?accountid=10792&bdid=62715&_bd=LrO1ch4L4lVlsi%2FTC3DIb6hEp54%3D",""
"June 15, 2023 (Page 6)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-15","Jun 15, 2023","6","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2827413374?accountid=10792&bdid=62715&_bd=SkAQwE5YduAC8ps5gkT9yl27zXA%3D",""
"April 26, 2023 (Page 15)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-04-26","Apr 26, 2023","15","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2807586315?accountid=10792&bdid=62715&_bd=wYneIUYF%2F54bxcqJ2Go3i%2B0%2FYyQ%3D",""
"October 2, 2023 (Page 16)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-02","Oct 2, 2023","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2873134723?accountid=10792&bdid=62715&_bd=aNkfclb%2FWRa6W%2FyTrVmbAq8bMmo%3D",""
"July 6, 2023 (Page 2)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-06","Jul 6, 2023","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2835370873?accountid=10792&bdid=62715&_bd=U%2BcFgnmz%2F11RBIpOAQyoVRLXyC8%3D",""
"September 5, 2023 (Page 12)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-09-05","Sep 5, 2023","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2862629846?accountid=10792&bdid=62715&_bd=on6zG21B%2BX8EE9aXFLRsOtfa12w%3D",""
"June 28, 2023 (Page 5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-28","Jun 28, 2023","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2831912377?accountid=10792&bdid=62715&_bd=6a40M7keL9dTC0ungIfSTUMnbnA%3D",""
"October 11, 2023 (Page 26)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-11","Oct 11, 2023","26","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2877057126?accountid=10792&bdid=62715&_bd=UkEd54tx2M7dG7Z7iRg8BynaCf0%3D",""
"June 21, 2023 (Page 8)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-21","Jun 21, 2023","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2829132011?accountid=10792&bdid=62715&_bd=BOWsmStC6%2BCQ7tzloQLhm3OEmhE%3D",""
"April 25, 2023 (Page 14)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-04-25","Apr 25, 2023","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2807230867?accountid=10792&bdid=62715&_bd=Trg%2F5JiKE6QSudzcMd%2BiutiO4NQ%3D",""
"October 19, 2023 (Page 16)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-19","Oct 19, 2023","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2881124112?accountid=10792&bdid=62715&_bd=h2hycBmVJQ4%2FTV5B187KaVP%2FgzQ%3D",""
"October 5, 2023 (Page 12)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-05","Oct 5, 2023","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2874699782?accountid=10792&bdid=62715&_bd=W7YI7SArqKIBATcaexNelTc4wCo%3D",""
"August 4, 2023 (Page 7)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-08-04","Aug 4, 2023","7","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2848106286?accountid=10792&bdid=62715&_bd=0hNF%2F9JjpLkN7vgZMBS6eD6Vbys%3D",""
"November 6, 2023 (Page 8)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-11-06","Nov 6, 2023","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2887857071?accountid=10792&bdid=62715&_bd=6ovBBLM97oCcQCEh6Cys1ItPYqI%3D",""
"June 8, 2023 (Page 22)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-08","Jun 8, 2023","22","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2825072502?accountid=10792&bdid=62715&_bd=U4zpKK1fpEJfqqY5a%2FxSoQ3LCLI%3D",""
"June 23, 2023 (Page SS1-9)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-23","Jun 23, 2023","SS1-9","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2830557527?accountid=10792&bdid=62715&_bd=7JcH5hptywvXRljcfgnDZNQA3SY%3D",""
"June 22, 2023 (Page 16)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-22","Jun 22, 2023","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2829623100?accountid=10792&bdid=62715&_bd=fTdxDxXE%2Fut9CoPcyKKdCBvsZQQ%3D",""
"April 17, 2023 (Page 19)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-04-17","Apr 17, 2023","19","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2803789890?accountid=10792&bdid=62715&_bd=6%2FosFqguBmZ56EFM0AFOhGIZrpU%3D",""
"June 16, 2023 (Page 12)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-16","Jun 16, 2023","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2828064961?accountid=10792&bdid=62715&_bd=eaW1fLPHI3v%2BLIxIH63Vut9WfbI%3D",""
"October 18, 2023 (Page 12)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-18","Oct 18, 2023","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2879656304?accountid=10792&bdid=62715&_bd=WSnfivqG8rep8ehv5ES9Ye%2B2nVE%3D",""
"May 24, 2023 (Page 4)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-05-24","May 24, 2023","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2819783135?accountid=10792&bdid=62715&_bd=ngkcKz%2FrtPACnnre5YSy2PhvefA%3D",""
"May 6, 2022 (Page 5)","","","(Page 5)","Historical Newspapers","","","","2022-05-06","May 6, 2022","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2667031997?accountid=10792&bdid=62715&_bd=rIjYaUt44Uw3Lgm8Sjw4WWT6s%2Fg%3D",""
"October 18, 2023 (Page 21)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-18","Oct 18, 2023","21","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2879656282?accountid=10792&bdid=62715&_bd=At8psq19OqFYzmfGZA2qAPiDqnw%3D",""
"June 13, 2023 (Page 13)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-13","Jun 13, 2023","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2826553446?accountid=10792&bdid=62715&_bd=vXDa6aOcyIcbfUxT86M2EnndN7E%3D",""
"July 26, 2023 (Page 22)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-26","Jul 26, 2023","22","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2843493561?accountid=10792&bdid=62715&_bd=g1Ekw4W4gcvSNhBB%2Bsis12seOsA%3D",""
"May 4, 2023 (Page 5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-05-04","May 4, 2023","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2811140045?accountid=10792&bdid=62715&_bd=wM3T5RktSmxVFU3a2J4na7ZFsxM%3D",""
"July 10, 2023 (Page 14)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-10","Jul 10, 2023","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2836779791?accountid=10792&bdid=62715&_bd=%2BQjiaq1xaoLW0hr2cSl9vkYgqhM%3D",""
"April 11, 2023 (Page 2)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-04-11","Apr 11, 2023","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2801052027?accountid=10792&bdid=62715&_bd=pe0xCE79gwJE2SXBfUl0m3vqfBQ%3D",""
"June 30, 2023 (Page 4)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-30","Jun 30, 2023","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2834415237?accountid=10792&bdid=62715&_bd=8YzAdn002Fxn4LbhdT%2Bt4Ba7lTg%3D",""
"June 20, 2023 (Page 14)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-20","Jun 20, 2023","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2828989207?accountid=10792&bdid=62715&_bd=1GnrLvDY8%2BXRJdTN7%2FCtIN0sQ3U%3D",""
"October 18, 2023 (Page 16)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-18","Oct 18, 2023","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2879656279?accountid=10792&bdid=62715&_bd=2v%2FlSQ5ohmQ%2FIYaSmVW%2BgK12RDo%3D",""
"July 10, 2023 (Page 17)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-10","Jul 10, 2023","17","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2836779789?accountid=10792&bdid=62715&_bd=T%2F8s6EdgDyCiZggq2cZhA%2BHi0i8%3D",""
"July 28, 2023 (Page 2)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-28","Jul 28, 2023","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2845034013?accountid=10792&bdid=62715&_bd=twaKoR9b%2Fn6hybgMTzKSlvZNOl0%3D",""
"June 12, 2023 (Page 16)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-12","Jun 12, 2023","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2826057388?accountid=10792&bdid=62715&_bd=2uAmxFWvDEo0H6W3BcQ8BfjeV5E%3D",""
"July 27, 2023 (Page SS1-12)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-27","Jul 27, 2023","SS1-12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2844013103?accountid=10792&bdid=62715&_bd=QjUclDoGmxdDcknSum3wLl8ZWAk%3D",""
"August 23, 2023 (Page 20)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-08-23","Aug 23, 2023","20","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2857505190?accountid=10792&bdid=62715&_bd=9V6gqObddUhRGKanf27u7T6GZnQ%3D",""
"July 6, 2023 (Page 9)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-06","Jul 6, 2023","9","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2835370843?accountid=10792&bdid=62715&_bd=tIaGkAGDVEHIZsJDFz6QS3xJxNc%3D",""
"July 6, 2023 (Page 8)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-06","Jul 6, 2023","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2835370841?accountid=10792&bdid=62715&_bd=VVTUuQeobvnBeZR4MRfNRpHXieo%3D",""
"October 19, 2023 (Page 18)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-19","Oct 19, 2023","18","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2881124094?accountid=10792&bdid=62715&_bd=5dgmu%2BXIEN9DW%2FH7kTYDuS50LmE%3D",""
"June 27, 2023 (Page 5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-27","Jun 27, 2023","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2831691318?accountid=10792&bdid=62715&_bd=33vqdPX7LFrsym1%2FXjibirDiy2U%3D",""
"May 12, 2023 (Page 2)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-05-12","May 12, 2023","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2814711044?accountid=10792&bdid=62715&_bd=j1ryCy5vM9jyG02Bt5pNYJ9BxiE%3D",""
"November 8, 2023 (Page 17)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-11-08","Nov 8, 2023","17","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2888756210?accountid=10792&bdid=62715&_bd=9jSdHRy6rNO2HlEs5lZ3ohDFbDc%3D",""
"July 3, 2023 (Page 6)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-03","Jul 3, 2023","6","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2834415223?accountid=10792&bdid=62715&_bd=DhUJNBuUsEPgw0hpA4Z2NVLqukU%3D",""
"June 19, 2023 (Page 5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-19","Jun 19, 2023","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2828797585?accountid=10792&bdid=62715&_bd=sjwl7FVeBOuoNDSdrCViv8T2ghU%3D",""
